               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,           0.0033244,           0.0033244,             0.07008
                   1,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,           0.0066576,           0.0066576,             0.04008
